date,position,song,artist,popularity,duration_ms,album_type,total_tracks,is_explicit,album_cover_url
21-05-2024,24,Daylight,David Kushner,97,212953,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
21-05-2024,25,SLUT ME OUT,NLE Choppa,75,123672,album,22,TRUE,https://i.scdn.co/image/ab67616d0000b273e61ba4af2bb90a4d414da1dc
21-05-2024,26,El Azul,Junior H & Peso Pluma,95,187225,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27333ed356efed99b158c4267c6
21-05-2024,27,Thinkin’ Bout Me,Morgan Wallen,87,177387,album,36,FALSE,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
21-05-2024,28,Wasted On You,Morgan Wallen,86,178520,album,30,FALSE,https://i.scdn.co/image/ab67616d0000b2737d6813fd233f3bc4977cceca
21-05-2024,29,No Role Modelz,J. Cole,90,292799,album,13,TRUE,https://i.scdn.co/image/ab67616d0000b273c6e0948bbb0681ff29cdbae8
21-05-2024,30,Something in the Orange,Zach Bryan,88,228013,single,4,FALSE,https://i.scdn.co/image/ab67616d0000b273b2b6670e3aca9bcd55fbabbb
21-05-2024,31,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,96,221520,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2
21-05-2024,32,Superhero (Heroes & Villains) [with Future & Chris Brown],Metro Boomin,90,182666,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2
21-05-2024,33,As It Was,Harry Styles,92,167303,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
21-05-2024,34,Moonlight,Kali Uchis,87,187723,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b27381fccd758776d16b87721b17
21-05-2024,35,El Gordo Trae El Mando,Chino Pacas,92,112087,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2733240b79491b0714245a4ec02
21-05-2024,36,Karma,Taylor Swift,88,204852,album,13,TRUE,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
21-05-2024,37,golden hour,JVKE,90,209259,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273c2504e80ba2f258697ab2954
21-05-2024,38,Calm Down (with Selena Gomez),Rema,79,239317,album,22,FALSE,https://i.scdn.co/image/ab67616d0000b273963265801aa5c9740ad159b7
21-05-2024,39,Just Wanna Rock,Lil Uzi Vert,90,123890,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2730e34fd68e8ff04e4515eb72a
21-05-2024,40,Favorite Song (feat. Future) [Toxic Version],Toosii & Future,52,208621,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2736d86caa7e15603b31ce3968d
21-05-2024,41,Sure Thing,Miguel,91,195373,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273d5a8395b0d80b8c48a5d851c
21-05-2024,42,Die For You,The Weeknd,91,260253,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a
21-05-2024,43,Trance (with Travis Scott & Young Thug),Metro Boomin,90,194786,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2
21-05-2024,44,Rich Flex,Drake & 21 Savage,90,239359,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad
21-05-2024,45,Snooze,SZA,92,201800,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
21-05-2024,46,Money Trees,Kendrick Lamar,84,386906,album,13,TRUE,https://i.scdn.co/image/ab67616d0000b273d28d2ebdedb220e479743797
21-05-2024,47,Bad Habit,Steve Lacy,85,232066,album,10,TRUE,https://i.scdn.co/image/ab67616d0000b27368968350c2550e36d96344ee
21-05-2024,48,Jimmy Cooks (feat. 21 Savage),Drake,89,218364,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37
21-05-2024,49,One Thing At A Time,Morgan Wallen,82,206864,album,36,FALSE,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
21-05-2024,50,Chemical,Post Malone,90,184013,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273f76f8deeba5370c98ad38f1c
22-05-2024,1,Ella Baila Sola,Eslabon Armado,90,165671,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273dfddf1cb31b85a6d28b7d91f
22-05-2024,2,Last Night,Morgan Wallen,89,163854,album,36,TRUE,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
22-05-2024,3,WHERE SHE GOES,Bad Bunny,86,231704,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273ab5c9cd818ad6ed3e9b79cd1
22-05-2024,4,un x100to,Grupo Frontera & Bad Bunny,100,194563,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273716c0b0ad51594ff788b5f06
22-05-2024,5,All My Life (feat. J. Cole),Lil Durk & J. Cole,87,223878,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2737c173b0dc64913d4635e3594
22-05-2024,6,Kill Bill,SZA,94,153946,album,23,FALSE,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
22-05-2024,7,La Bebe - Remix,Yng Lvcas & Peso Pluma,99,234352,single,2,TRUE,https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9
22-05-2024,8,See You Again (feat. Kali Uchis),"Tyler, The Creator",94,180386,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
22-05-2024,9,Boy's a Liar Pt. 2,PinkPantheress & Ice Spice,96,131013,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b27342c5ba689b2e7cbc208a8fa7
22-05-2024,10,Cupid - Twin Ver.,FIFTY FIFTY,98,174253,single,3,FALSE,https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb
22-05-2024,11,Fast Car,Luke Combs,89,265493,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273ca650d3a95022e0490434ba1
22-05-2024,12,PRC,Peso Pluma & Natanael Cano,96,184066,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2737be314e2f66a9f7ee732395e
22-05-2024,13,You Proof,Morgan Wallen,86,157477,album,36,FALSE,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
22-05-2024,14,Search & Rescue,Drake,91,272112,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273cace8a4b2ff924c9e12e3a96
22-05-2024,15,Flowers,Miley Cyrus,91,200600,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b27358039b5147731b6e52202e46
22-05-2024,16,Cruel Summer,Taylor Swift,92,178426,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
22-05-2024,17,Area Codes,Kali,85,139325,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27333a8cd9ae03bc913e6e5af11
22-05-2024,18,Mourning,Post Malone,76,147819,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2736e9e05bbdd7988ae66e0b898
22-05-2024,19,MATHEMATICAL DISRESPECT,Lil Mabu,86,88304,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273a56e7dc625146a33a712bef4
22-05-2024,20,AMG,Natanael Cano & Peso Pluma & Gabito Ballesteros,95,174942,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273fbf10e7799f39fbcd301e55a
22-05-2024,21,Anti-Hero,Taylor Swift,94,200690,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
22-05-2024,22,Por las Noches,Peso Pluma,93,239845,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273427d9aa38866b43ed45f6b0c
22-05-2024,23,Wasted On You,Morgan Wallen,86,178520,album,30,FALSE,https://i.scdn.co/image/ab67616d0000b2737d6813fd233f3bc4977cceca
22-05-2024,24,Say Yes To Heaven,Lana Del Rey,80,209156,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273aa27708d07f49c82ff0d0dae
22-05-2024,25,El Azul,Junior H & Peso Pluma,95,187225,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27333ed356efed99b158c4267c6
22-05-2024,26,Thinkin’ Bout Me,Morgan Wallen,87,177387,album,36,FALSE,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
22-05-2024,27,As It Was,Harry Styles,92,167303,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
22-05-2024,28,Something in the Orange,Zach Bryan,88,228013,single,4,FALSE,https://i.scdn.co/image/ab67616d0000b273b2b6670e3aca9bcd55fbabbb
22-05-2024,29,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,96,221520,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2
22-05-2024,30,SLUT ME OUT,NLE Choppa,75,123672,album,22,TRUE,https://i.scdn.co/image/ab67616d0000b273e61ba4af2bb90a4d414da1dc
22-05-2024,31,Daylight,David Kushner,97,212953,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
22-05-2024,32,El Gordo Trae El Mando,Chino Pacas,92,112087,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2733240b79491b0714245a4ec02
22-05-2024,33,TQM,Fuerza Regida,75,158965,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273832ea5d2f8c10f95fc3cc66d
22-05-2024,34,Favorite Song (feat. Future) [Toxic Version],Toosii & Future,55,208621,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2736d86caa7e15603b31ce3968d
22-05-2024,35,Just Wanna Rock,Lil Uzi Vert,90,123890,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2730e34fd68e8ff04e4515eb72a
22-05-2024,36,Superhero (Heroes & Villains) [with Future & Chris Brown],Metro Boomin,90,182666,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2
22-05-2024,37,No Role Modelz,J. Cole,90,292799,album,13,TRUE,https://i.scdn.co/image/ab67616d0000b273c6e0948bbb0681ff29cdbae8
22-05-2024,38,Karma,Taylor Swift,88,204852,album,13,TRUE,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
22-05-2024,39,Moonlight,Kali Uchis,87,187723,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b27381fccd758776d16b87721b17
22-05-2024,40,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),Beyoncé & Kendrick Lamar,65,260962,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27378643be90cd7c5ec75675855
22-05-2024,41,Calm Down (with Selena Gomez),Rema,79,239317,album,22,FALSE,https://i.scdn.co/image/ab67616d0000b273963265801aa5c9740ad159b7
22-05-2024,42,golden hour,JVKE,90,209259,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273c2504e80ba2f258697ab2954
22-05-2024,43,Rich Flex,Drake & 21 Savage,90,239359,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad
22-05-2024,44,Die For You,The Weeknd,91,260253,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a
22-05-2024,45,Bad Habit,Steve Lacy,85,232066,album,10,TRUE,https://i.scdn.co/image/ab67616d0000b27368968350c2550e36d96344ee
22-05-2024,46,Sure Thing,Miguel,91,195373,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273d5a8395b0d80b8c48a5d851c
22-05-2024,47,One Thing At A Time,Morgan Wallen,82,206864,album,36,FALSE,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
22-05-2024,48,Snooze,SZA,92,201800,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
22-05-2024,49,Money Trees,Kendrick Lamar,84,386906,album,13,TRUE,https://i.scdn.co/image/ab67616d0000b273d28d2ebdedb220e479743797
22-05-2024,50,Jimmy Cooks (feat. 21 Savage),Drake,89,218364,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37
23-05-2024,1,Ella Baila Sola,Eslabon Armado,90,165671,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273dfddf1cb31b85a6d28b7d91f
23-05-2024,2,Last Night,Morgan Wallen,89,163854,album,36,TRUE,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
23-05-2024,3,WHERE SHE GOES,Bad Bunny,88,231704,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273ab5c9cd818ad6ed3e9b79cd1
23-05-2024,4,un x100to,Grupo Frontera & Bad Bunny,100,194563,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273716c0b0ad51594ff788b5f06
23-05-2024,5,Kill Bill,SZA,94,153946,album,23,FALSE,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
23-05-2024,6,All My Life (feat. J. Cole),Lil Durk & J. Cole,88,223878,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2737c173b0dc64913d4635e3594
23-05-2024,7,See You Again (feat. Kali Uchis),"Tyler, The Creator",94,180386,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
23-05-2024,8,La Bebe - Remix,Yng Lvcas & Peso Pluma,99,234352,single,2,TRUE,https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9
23-05-2024,9,Boy's a Liar Pt. 2,PinkPantheress & Ice Spice,96,131013,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b27342c5ba689b2e7cbc208a8fa7
23-05-2024,10,Cupid - Twin Ver.,FIFTY FIFTY,98,174253,single,3,FALSE,https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb
23-05-2024,11,Fast Car,Luke Combs,89,265493,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273ca650d3a95022e0490434ba1
23-05-2024,12,You Proof,Morgan Wallen,86,157477,album,36,FALSE,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
23-05-2024,13,Cruel Summer,Taylor Swift,92,178426,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
23-05-2024,14,Search & Rescue,Drake,91,272112,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273cace8a4b2ff924c9e12e3a96
23-05-2024,15,Flowers,Miley Cyrus,91,200600,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b27358039b5147731b6e52202e46
23-05-2024,16,PRC,Peso Pluma & Natanael Cano,96,184066,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2737be314e2f66a9f7ee732395e
23-05-2024,17,Area Codes,Kali,85,139325,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27333a8cd9ae03bc913e6e5af11
23-05-2024,18,Anti-Hero,Taylor Swift,94,200690,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
23-05-2024,19,MATHEMATICAL DISRESPECT,Lil Mabu,86,88304,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273a56e7dc625146a33a712bef4
23-05-2024,20,Wasted On You,Morgan Wallen,86,178520,album,30,FALSE,https://i.scdn.co/image/ab67616d0000b2737d6813fd233f3bc4977cceca
23-05-2024,21,Thinkin’ Bout Me,Morgan Wallen,87,177387,album,36,FALSE,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
23-05-2024,22,AMG,Natanael Cano & Peso Pluma & Gabito Ballesteros,95,174942,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273fbf10e7799f39fbcd301e55a
23-05-2024,23,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),Beyoncé & Kendrick Lamar,71,260962,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27378643be90cd7c5ec75675855
23-05-2024,24,Something in the Orange,Zach Bryan,88,228013,single,4,FALSE,https://i.scdn.co/image/ab67616d0000b273b2b6670e3aca9bcd55fbabbb
23-05-2024,25,As It Was,Harry Styles,92,167303,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
23-05-2024,26,Por las Noches,Peso Pluma,93,239845,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273427d9aa38866b43ed45f6b0c
23-05-2024,27,Mourning,Post Malone,78,147819,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2736e9e05bbdd7988ae66e0b898
23-05-2024,28,Daylight,David Kushner,97,212953,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
23-05-2024,29,El Azul,Junior H & Peso Pluma,95,187225,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27333ed356efed99b158c4267c6
23-05-2024,30,TQM,Fuerza Regida,79,158965,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273832ea5d2f8c10f95fc3cc66d
23-05-2024,31,El Gordo Trae El Mando,Chino Pacas,92,112087,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2733240b79491b0714245a4ec02
23-05-2024,32,SLUT ME OUT,NLE Choppa,75,123672,album,22,TRUE,https://i.scdn.co/image/ab67616d0000b273e61ba4af2bb90a4d414da1dc
23-05-2024,33,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,96,221520,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2
23-05-2024,34,Karma,Taylor Swift,88,204852,album,13,TRUE,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
23-05-2024,35,No Role Modelz,J. Cole,90,292799,album,13,TRUE,https://i.scdn.co/image/ab67616d0000b273c6e0948bbb0681ff29cdbae8
23-05-2024,36,Moonlight,Kali Uchis,87,187723,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b27381fccd758776d16b87721b17
23-05-2024,37,Just Wanna Rock,Lil Uzi Vert,90,123890,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2730e34fd68e8ff04e4515eb72a
23-05-2024,38,Superhero (Heroes & Villains) [with Future & Chris Brown],Metro Boomin,90,182666,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2
23-05-2024,39,golden hour,JVKE,90,209259,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273c2504e80ba2f258697ab2954
23-05-2024,40,Say Yes To Heaven,Lana Del Rey,82,209156,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273aa27708d07f49c82ff0d0dae
23-05-2024,41,Calm Down (with Selena Gomez),Rema,79,239317,album,22,FALSE,https://i.scdn.co/image/ab67616d0000b273963265801aa5c9740ad159b7
23-05-2024,42,Bad Habit,Steve Lacy,85,232066,album,10,TRUE,https://i.scdn.co/image/ab67616d0000b27368968350c2550e36d96344ee
23-05-2024,43,One Thing At A Time,Morgan Wallen,82,206864,album,36,FALSE,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
23-05-2024,44,Favorite Song (feat. Future) [Toxic Version],Toosii & Future,58,208621,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2736d86caa7e15603b31ce3968d
23-05-2024,45,Die For You,The Weeknd,91,260253,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a
23-05-2024,46,Sure Thing,Miguel,91,195373,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273d5a8395b0d80b8c48a5d851c
23-05-2024,47,Rich Flex,Drake & 21 Savage,90,239359,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad
23-05-2024,48,Snooze,SZA,92,201800,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
23-05-2024,49,Money Trees,Kendrick Lamar,84,386906,album,13,TRUE,https://i.scdn.co/image/ab67616d0000b273d28d2ebdedb220e479743797
23-05-2024,50,Trance (with Travis Scott & Young Thug),Metro Boomin,90,194786,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2
24-05-2024,1,Ella Baila Sola,Eslabon Armado,90,165671,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273dfddf1cb31b85a6d28b7d91f
24-05-2024,2,Last Night,Morgan Wallen,89,163854,album,36,TRUE,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
24-05-2024,3,WHERE SHE GOES,Bad Bunny,89,231704,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273ab5c9cd818ad6ed3e9b79cd1
24-05-2024,4,un x100to,Grupo Frontera & Bad Bunny,100,194563,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273716c0b0ad51594ff788b5f06
24-05-2024,5,All My Life (feat. J. Cole),Lil Durk & J. Cole,88,223878,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2737c173b0dc64913d4635e3594
24-05-2024,6,Kill Bill,SZA,94,153946,album,23,FALSE,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
24-05-2024,7,See You Again (feat. Kali Uchis),"Tyler, The Creator",94,180386,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
24-05-2024,8,La Bebe - Remix,Yng Lvcas & Peso Pluma,99,234352,single,2,TRUE,https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9
24-05-2024,9,Cupid - Twin Ver.,FIFTY FIFTY,98,174253,single,3,FALSE,https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb
24-05-2024,10,Boy's a Liar Pt. 2,PinkPantheress & Ice Spice,96,131013,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b27342c5ba689b2e7cbc208a8fa7
24-05-2024,11,Search & Rescue,Drake,91,272112,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273cace8a4b2ff924c9e12e3a96
24-05-2024,12,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),Beyoncé & Kendrick Lamar,75,260962,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27378643be90cd7c5ec75675855
24-05-2024,13,Fast Car,Luke Combs,89,265493,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273ca650d3a95022e0490434ba1
24-05-2024,14,Cruel Summer,Taylor Swift,92,178426,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
24-05-2024,15,Area Codes,Kali,85,139325,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27333a8cd9ae03bc913e6e5af11
24-05-2024,16,You Proof,Morgan Wallen,86,157477,album,36,FALSE,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
24-05-2024,17,PRC,Peso Pluma & Natanael Cano,96,184066,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2737be314e2f66a9f7ee732395e
24-05-2024,18,Flowers,Miley Cyrus,91,200600,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b27358039b5147731b6e52202e46
24-05-2024,19,Daylight,David Kushner,97,212953,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
24-05-2024,20,Anti-Hero,Taylor Swift,94,200690,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
24-05-2024,21,Mourning,Post Malone,80,147819,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2736e9e05bbdd7988ae66e0b898
24-05-2024,22,TQM,Fuerza Regida,81,158965,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273832ea5d2f8c10f95fc3cc66d
24-05-2024,23,MATHEMATICAL DISRESPECT,Lil Mabu,87,88304,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273a56e7dc625146a33a712bef4
24-05-2024,24,Por las Noches,Peso Pluma,93,239845,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273427d9aa38866b43ed45f6b0c
24-05-2024,25,Wasted On You,Morgan Wallen,86,178520,album,30,FALSE,https://i.scdn.co/image/ab67616d0000b2737d6813fd233f3bc4977cceca
24-05-2024,26,Thinkin’ Bout Me,Morgan Wallen,87,177387,album,36,FALSE,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
24-05-2024,27,AMG,Natanael Cano & Peso Pluma & Gabito Ballesteros,95,174942,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273fbf10e7799f39fbcd301e55a
24-05-2024,28,No Role Modelz,J. Cole,90,292799,album,13,TRUE,https://i.scdn.co/image/ab67616d0000b273c6e0948bbb0681ff29cdbae8
24-05-2024,29,SLUT ME OUT,NLE Choppa,75,123672,album,22,TRUE,https://i.scdn.co/image/ab67616d0000b273e61ba4af2bb90a4d414da1dc
24-05-2024,30,Something in the Orange,Zach Bryan,88,228013,single,4,FALSE,https://i.scdn.co/image/ab67616d0000b273b2b6670e3aca9bcd55fbabbb
24-05-2024,31,El Gordo Trae El Mando,Chino Pacas,92,112087,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2733240b79491b0714245a4ec02
24-05-2024,32,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,96,221520,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2
24-05-2024,33,Moonlight,Kali Uchis,87,187723,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b27381fccd758776d16b87721b17
24-05-2024,34,El Azul,Junior H & Peso Pluma,95,187225,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27333ed356efed99b158c4267c6
24-05-2024,35,As It Was,Harry Styles,92,167303,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
